GEOID,NAME,B05002_001E,B05002_001M,B05002_013E,B05002_013M
24263,ZCTA5 24263,6144,843,3,8
24269,ZCTA5 24269,424,233,0,13
24127,ZCTA5 24127,4195,359,0,13
24133,ZCTA5 24133,2167,426,19,23
24011,ZCTA5 24011,672,205,59,34
24013,ZCTA5 24013,8022,1135,180,96
24556,ZCTA5 24556,2626,496,37,41
24520,ZCTA5 24520,2158,571,0,13
24528,ZCTA5 24528,3530,614,59,56
24551,ZCTA5 24551,26654,1367,1526,321
24592,ZCTA5 24592,13669,935,457,173
24609,ZCTA5 24609,6351,745,8,9
24380,ZCTA5 24380,2782,563,94,90
24416,ZCTA5 24416,8901,477,143,112
24426,ZCTA5 24426,13258,475,276,134
26161,ZCTA5 26161,632,247,0,12
24441,ZCTA5 24441,5765,491,139,79
24459,ZCTA5 24459,611,302,99,96
24467,ZCTA5 24467,2474,523,46,51
23696,ZCTA5 23696,3980,583,85,60
23707,ZCTA5 23707,14145,926,401,177
23821,ZCTA5 23821,2071,357,23,30
23827,ZCTA5 23827,1606,357,32,38
23830,ZCTA5 23830,1570,537,0,13
23833,ZCTA5 23833,2538,478,6,8
23850,ZCTA5 23850,922,314,0,13
23851,ZCTA5 23851,12960,658,246,148
23890,ZCTA5 23890,4531,418,88,80
23302,ZCTA5 23302,48,56,0,13
23307,ZCTA5 23307,599,272,0,13
23336,ZCTA5 23336,2912,38,94,78
23150,ZCTA5 23150,12523,1390,433,237
23220,ZCTA5 23220,34853,1708,2193,405
23222,ZCTA5 23222,28542,2407,846,285
23230,ZCTA5 23230,6993,699,1020,272
23294,ZCTA5 23294,18493,1168,4443,656
23301,ZCTA5 23301,2200,564,493,228
23321,ZCTA5 23321,36768,2000,1698,473
23347,ZCTA5 23347,778,270,168,106
23409,ZCTA5 23409,110,103,0,13
23417,ZCTA5 23417,3383,432,111,63
23960,ZCTA5 23960,2089,486,49,43
23962,ZCTA5 23962,721,220,0,13
23963,ZCTA5 23963,82,71,0,13
23079,ZCTA5 23079,497,233,0,13
23084,ZCTA5 23084,1504,414,19,26
23092,ZCTA5 23092,682,217,0,13
23108,ZCTA5 23108,155,103,0,13
23115,ZCTA5 23115,2,21,0,13
23038,ZCTA5 23038,1612,429,42,76
23146,ZCTA5 23146,3356,485,105,86
23022,ZCTA5 23022,798,362,140,118
23024,ZCTA5 23024,9492,978,327,176
23091,ZCTA5 23091,313,228,0,13
23103,ZCTA5 23103,5692,595,395,166
23109,ZCTA5 23109,2592,579,108,113
23110,ZCTA5 23110,647,235,0,13
23113,ZCTA5 23113,25387,1352,1887,312
23129,ZCTA5 23129,542,199,9,15
23188,ZCTA5 23188,44561,1505,2756,499
23192,ZCTA5 23192,6785,916,224,153
23233,ZCTA5 23233,31572,1445,5815,901
23234,ZCTA5 23234,45455,2284,7491,952
23237,ZCTA5 23237,26609,1977,3739,827
23303,ZCTA5 23303,298,249,0,13
23011,ZCTA5 23011,1404,397,142,141
23032,ZCTA5 23032,314,147,0,13
23337,ZCTA5 23337,302,139,0,13
23310,ZCTA5 23310,4176,419,322,125
23356,ZCTA5 23356,1384,381,45,66
23357,ZCTA5 23357,707,283,37,41
23358,ZCTA5 23358,108,104,17,25
23413,ZCTA5 23413,725,229,40,46
23434,ZCTA5 23434,49583,1509,1381,395
27020,ZCTA5 27020,6091,801,309,181
26348,ZCTA5 26348,318,227,0,12
26349,ZCTA5 26349,191,194,0,12
26354,ZCTA5 26354,10927,573,86,82
26384,ZCTA5 26384,589,247,0,12
26405,ZCTA5 26405,1202,381,0,12
26438,ZCTA5 26438,41,41,0,12
26448,ZCTA5 26448,1412,322,14,21
26585,ZCTA5 26585,386,196,0,12
26662,ZCTA5 26662,1108,408,0,12
26678,ZCTA5 26678,1334,487,3,5
26036,ZCTA5 26036,436,326,0,12
26101,ZCTA5 26101,28644,908,183,86
26138,ZCTA5 26138,62,58,0,12
26148,ZCTA5 26148,281,171,0,12
26164,ZCTA5 26164,7690,630,148,140
26181,ZCTA5 26181,6821,890,43,55
26205,ZCTA5 26205,3469,692,87,102
26208,ZCTA5 26208,865,221,0,12
26209,ZCTA5 26209,168,99,15,24
26228,ZCTA5 26228,0,12,0,12
26261,ZCTA5 26261,2855,449,0,12
26337,ZCTA5 26337,1313,332,7,12
26339,ZCTA5 26339,173,129,0,12
26342,ZCTA5 26342,194,109,0,12
26376,ZCTA5 26376,467,305,0,12
26377,ZCTA5 26377,866,244,0,12
26404,ZCTA5 26404,541,297,0,12
26075,ZCTA5 26075,558,220,16,21
26104,ZCTA5 26104,16228,985,152,117
26105,ZCTA5 26105,11659,334,317,119
26146,ZCTA5 26146,995,300,35,50
26039,ZCTA5 26039,542,301,0,12
26033,ZCTA5 26033,1733,300,0,12
26035,ZCTA5 26035,1815,411,36,40
26038,ZCTA5 26038,3580,560,15,14
26047,ZCTA5 26047,6175,675,60,64
26050,ZCTA5 26050,1659,388,13,21
26059,ZCTA5 26059,2806,416,2,4
26134,ZCTA5 26134,908,180,6,9
26151,ZCTA5 26151,673,261,0,12
26160,ZCTA5 26160,1034,267,0,12
26187,ZCTA5 26187,6169,443,23,29
26222,ZCTA5 26222,244,138,0,12
26236,ZCTA5 26236,125,191,0,12
26237,ZCTA5 26237,461,213,0,12
26238,ZCTA5 26238,784,285,0,12
26241,ZCTA5 26241,13352,791,130,64
26273,ZCTA5 26273,1841,373,0,12
26283,ZCTA5 26283,1794,466,0,12
26288,ZCTA5 26288,3456,391,0,12
26298,ZCTA5 26298,93,58,0,12
26361,ZCTA5 26361,97,129,0,12
26362,ZCTA5 26362,3301,348,98,89
26372,ZCTA5 26372,618,248,0,12
26415,ZCTA5 26415,3911,489,18,22
26574,ZCTA5 26574,594,196,0,12
26581,ZCTA5 26581,883,263,0,12
26586,ZCTA5 26586,253,268,0,12
17862,ZCTA5 17862,384,117,3,6
27027,ZCTA5 27027,4194,469,73,48
27030,ZCTA5 27030,35421,1238,1703,518
27048,ZCTA5 27048,8367,734,302,138
27053,ZCTA5 27053,3419,752,28,34
27104,ZCTA5 27104,29318,1533,2309,449
27106,ZCTA5 27106,47332,2728,4433,677
27814,ZCTA5 27814,1564,356,29,41
27818,ZCTA5 27818,1426,481,12,19
27822,ZCTA5 27822,8797,1082,225,116
27011,ZCTA5 27011,4885,535,95,66
27012,ZCTA5 27012,28051,1201,1782,451
27014,ZCTA5 27014,932,274,51,81
27017,ZCTA5 27017,9438,945,866,335
27870,ZCTA5 27870,24571,837,501,206
27885,ZCTA5 27885,1164,300,51,62
27926,ZCTA5 27926,1899,377,0,13
27947,ZCTA5 27947,1350,483,60,67
27959,ZCTA5 27959,2971,22,17,22
27965,ZCTA5 27965,318,167,23,32
27974,ZCTA5 27974,1399,407,60,52
27985,ZCTA5 27985,374,217,4,6
27922,ZCTA5 27922,530,157,22,25
27936,ZCTA5 27936,795,220,51,57
27939,ZCTA5 27939,2798,417,59,50
27950,ZCTA5 27950,1946,331,8,12
27954,ZCTA5 27954,7397,543,592,231
27970,ZCTA5 27970,3070,486,86,84
27878,ZCTA5 27878,1458,422,0,13
27883,ZCTA5 27883,3184,608,211,180
27909,ZCTA5 27909,39804,43,1177,261
27932,ZCTA5 27932,11728,468,355,151
27941,ZCTA5 27941,215,88,10,16
27960,ZCTA5 27960,973,283,192,110
27967,ZCTA5 27967,98,47,0,13
27972,ZCTA5 27972,94,77,8,13
27976,ZCTA5 27976,4714,467,81,77
27045,ZCTA5 27045,10011,1184,276,117
27009,ZCTA5 27009,3341,715,67,85
27028,ZCTA5 27028,25865,944,1289,318
27054,ZCTA5 27054,2118,470,129,151
27127,ZCTA5 27127,41398,2469,4830,984
27208,ZCTA5 27208,1470,363,0,13
27215,ZCTA5 27215,43187,1684,3478,639
27217,ZCTA5 27217,38587,1567,4598,690
27235,ZCTA5 27235,4609,1039,307,225
27214,ZCTA5 27214,12421,1590,726,360
27244,ZCTA5 27244,16697,677,763,297
27263,ZCTA5 27263,22157,1351,2013,485
27278,ZCTA5 27278,26393,1379,2003,433
27288,ZCTA5 27288,23536,1019,734,202
27291,ZCTA5 27291,1293,359,0,13
27301,ZCTA5 27301,8797,1201,380,199
27302,ZCTA5 27302,31693,1347,2130,462
27313,ZCTA5 27313,6663,1256,73,59
27343,ZCTA5 27343,1655,491,54,54
27350,ZCTA5 27350,6253,671,249,193
27370,ZCTA5 27370,13770,1094,147,92
27379,ZCTA5 27379,4898,561,79,65
17244,ZCTA5 17244,2113,239,24,19
17870,ZCTA5 17870,15273,293,278,80
17920,ZCTA5 17920,278,73,2,3
17925,ZCTA5 17925,294,83,0,11
17551,ZCTA5 17551,11011,574,630,256
17552,ZCTA5 17552,20369,1154,506,236
17570,ZCTA5 17570,117,87,0,11
17576,ZCTA5 17576,6,40,4,30
17730,ZCTA5 17730,199,211,0,11
17749,ZCTA5 17749,279,104,1,3
17750,ZCTA5 17750,245,161,12,13
17754,ZCTA5 17754,12392,464,237,131
17756,ZCTA5 17756,12305,487,153,66
17768,ZCTA5 17768,367,61,2,3
17774,ZCTA5 17774,1369,165,7,9
17815,ZCTA5 17815,29705,508,751,201
17827,ZCTA5 17827,796,162,0,11
17837,ZCTA5 17837,19665,459,772,214
17846,ZCTA5 17846,4052,348,106,54
17847,ZCTA5 17847,11433,329,355,268
17853,ZCTA5 17853,3320,329,20,32
17878,ZCTA5 17878,1546,198,1,3
17884,ZCTA5 17884,188,76,0,11
17888,ZCTA5 17888,414,156,0,11
17945,ZCTA5 17945,135,90,0,11
17339,ZCTA5 17339,6766,723,72,60
17406,ZCTA5 17406,23326,1373,757,259
17502,ZCTA5 17502,2673,222,10,16
17532,ZCTA5 17532,3287,473,105,73
17540,ZCTA5 17540,10773,889,602,283
17543,ZCTA5 17543,44973,1106,1895,480
17584,ZCTA5 17584,10669,911,424,275
17701,ZCTA5 17701,43068,501,1165,367
17702,ZCTA5 17702,10568,404,338,195
17724,ZCTA5 17724,4840,432,42,33
17728,ZCTA5 17728,4636,282,65,34
17729,ZCTA5 17729,72,26,0,11
17771,ZCTA5 17771,3168,304,17,10
17813,ZCTA5 17813,2094,264,8,9
17842,ZCTA5 17842,8817,485,63,40
17850,ZCTA5 17850,686,214,0,11
17856,ZCTA5 17856,3094,462,0,11
17857,ZCTA5 17857,7281,57,98,93
17864,ZCTA5 17864,2222,255,72,60
17867,ZCTA5 17867,150,61,2,5
17901,ZCTA5 17901,22878,507,169,128
17930,ZCTA5 17930,318,68,4,4
17949,ZCTA5 17949,209,76,2,4
17954,ZCTA5 17954,4393,91,22,29
17970,ZCTA5 17970,3167,121,8,12
17936,ZCTA5 17936,969,315,6,10
17944,ZCTA5 17944,149,91,0,11
17952,ZCTA5 17952,223,64,2,3
17982,ZCTA5 17982,502,115,2,3
17983,ZCTA5 17983,1343,247,2,3
17946,ZCTA5 17946,115,115,16,24
17957,ZCTA5 17957,326,189,0,11
17968,ZCTA5 17968,210,90,0,11
17003,ZCTA5 17003,12565,467,591,218
19807,ZCTA5 19807,7369,727,774,191
17254,ZCTA5 17254,73,108,1,3
17255,ZCTA5 17255,1181,181,9,8
17257,ZCTA5 17257,29164,697,1211,338
17262,ZCTA5 17262,1494,237,0,11
17304,ZCTA5 17304,2795,327,315,129
17307,ZCTA5 17307,6259,557,356,115
17317,ZCTA5 17317,565,135,22,23
17325,ZCTA5 17325,28563,763,1358,246
17344,ZCTA5 17344,3515,110,159,139
17345,ZCTA5 17345,7737,749,146,102
17352,ZCTA5 17352,1628,561,6,9
17004,ZCTA5 17004,5016,356,13,13
17080,ZCTA5 17080,297,77,5,7
17084,ZCTA5 17084,4580,276,36,50
17360,ZCTA5 17360,7072,674,141,100
17361,ZCTA5 17361,6544,487,162,126
17366,ZCTA5 17366,5974,833,117,68
17370,ZCTA5 17370,5423,769,79,68
17545,ZCTA5 17545,22174,1097,366,195
17562,ZCTA5 17562,4770,610,112,105
17566,ZCTA5 17566,12147,820,347,218
17603,ZCTA5 17603,65022,1759,5839,834
17737,ZCTA5 17737,6596,482,46,34
17016,ZCTA5 17016,1352,395,0,11
17019,ZCTA5 17019,19159,668,511,212
17024,ZCTA5 17024,1951,242,0,11
17027,ZCTA5 17027,1908,337,70,37
17034,ZCTA5 17034,2512,465,45,29
17041,ZCTA5 17041,290,217,33,53
17086,ZCTA5 17086,2115,273,33,43
17088,ZCTA5 17088,745,260,9,14
17109,ZCTA5 17109,24726,1713,3831,871
17201,ZCTA5 17201,26362,745,2862,567
17021,ZCTA5 17021,866,127,0,11
17038,ZCTA5 17038,8553,559,166,111
17049,ZCTA5 17049,3358,211,98,97
17057,ZCTA5 17057,23157,494,969,323
17058,ZCTA5 17058,1622,280,42,35
17060,ZCTA5 17060,947,138,4,6
17076,ZCTA5 17076,86,114,0,11
17081,ZCTA5 17081,278,148,0,11
18415,ZCTA5 18415,1491,278,37,42
18417,ZCTA5 18417,1014,227,5,6
18424,ZCTA5 18424,5148,474,166,89
18434,ZCTA5 18434,3772,356,58,59
18436,ZCTA5 18436,12960,591,476,262
18438,ZCTA5 18438,1148,259,128,137
18453,ZCTA5 18453,1073,242,21,18
18350,ZCTA5 18350,927,358,131,149
18643,ZCTA5 18643,13049,558,142,119
18701,ZCTA5 18701,3459,382,237,144
18810,ZCTA5 18810,5707,399,73,54
18818,ZCTA5 18818,1178,163,10,8
18915,ZCTA5 18915,744,228,138,111
18920,ZCTA5 18920,205,95,16,22
18929,ZCTA5 18929,10136,602,1226,446
18960,ZCTA5 18960,11484,858,353,158
18966,ZCTA5 18966,35147,1503,3707,484
21218,ZCTA5 21218,46172,2131,4110,602
19809,ZCTA5 19809,14827,1446,1263,442
19810,ZCTA5 19810,25273,1268,2052,397
19938,ZCTA5 19938,8587,810,308,213
19940,ZCTA5 19940,6560,888,190,149
20880,ZCTA5 20880,530,148,45,32
20903,ZCTA5 20903,26951,1813,15411,1423
20197,ZCTA5 20197,2931,601,120,83
20008,ZCTA5 20008,30255,1910,5507,807
20009,ZCTA5 20009,53715,3166,9132,1137
20611,ZCTA5 20611,1354,242,10,18
20616,ZCTA5 20616,6728,1155,414,267
20619,ZCTA5 20619,13845,1470,765,316
20620,ZCTA5 20620,1688,561,93,101
20629,ZCTA5 20629,525,381,13,21
20640,ZCTA5 20640,11113,874,535,244
20678,ZCTA5 20678,12418,857,659,200
20688,ZCTA5 20688,1945,588,68,65
20705,ZCTA5 20705,28348,1742,10331,1143
20714,ZCTA5 20714,5331,886,223,162
20733,ZCTA5 20733,2645,651,74,50
20736,ZCTA5 20736,8715,949,278,185
20744,ZCTA5 20744,54572,2345,10752,1123
20747,ZCTA5 20747,41128,1853,3496,738
20772,ZCTA5 20772,46471,2511,4500,1283
20003,ZCTA5 20003,33584,1475,2341,366
20004,ZCTA5 20004,1885,276,274,96
20005,ZCTA5 20005,13058,1172,3140,498
20016,ZCTA5 20016,34686,1877,6524,984
20111,ZCTA5 20111,36264,1061,12457,1212
20115,ZCTA5 20115,7838,969,1037,473
20169,ZCTA5 20169,25914,1382,4081,644
20176,ZCTA5 20176,51823,2225,12031,1395
20319,ZCTA5 20319,48,24,11,24
20622,ZCTA5 20622,6692,1191,231,121
20634,ZCTA5 20634,6961,1013,252,122
20658,ZCTA5 20658,858,220,9,10
20685,ZCTA5 20685,6732,791,114,67
20701,ZCTA5 20701,760,548,0,13
20724,ZCTA5 20724,17681,1751,3387,839
20740,ZCTA5 20740,31723,643,9211,912
20748,ZCTA5 20748,38720,2347,3016,574
20817,ZCTA5 20817,38131,1659,10667,1075
20854,ZCTA5 20854,49196,1953,13300,957
20868,ZCTA5 20868,539,206,174,129
20901,ZCTA5 20901,36802,1827,12025,1316
20910,ZCTA5 20910,43729,1969,10611,1167
20019,ZCTA5 20019,65769,2800,2715,731
20017,ZCTA5 20017,21372,1448,2454,623
20109,ZCTA5 20109,42128,2314,18257,2247
20137,ZCTA5 20137,1736,354,68,49
20139,ZCTA5 20139,211,140,11,17
20141,ZCTA5 20141,7407,965,886,481
20147,ZCTA5 20147,63903,2252,16159,1151
20158,ZCTA5 20158,5482,1403,181,80
20187,ZCTA5 20187,18684,900,844,179
20007,ZCTA5 20007,26412,1487,5415,715
20018,ZCTA5 20018,20864,1694,1849,532
20037,ZCTA5 20037,14879,1087,3442,547
24579,ZCTA5 24579,948,248,5,7
21403,ZCTA5 21403,31218,1926,3175,497
21405,ZCTA5 21405,398,168,21,32
21162,ZCTA5 21162,4089,466,346,228
21128,ZCTA5 21128,13967,1031,1791,373
21155,ZCTA5 21155,2363,452,158,124
21157,ZCTA5 21157,38714,1415,1591,362
21214,ZCTA5 21214,21666,1457,1426,485
21223,ZCTA5 21223,21974,1888,1296,480
21224,ZCTA5 21224,48770,2381,7838,965
21226,ZCTA5 21226,6699,1340,249,151
21230,ZCTA5 21230,33592,1510,2941,482
21237,ZCTA5 21237,31105,1958,5272,875
21402,ZCTA5 21402,6460,2208,295,180
21524,ZCTA5 21524,831,274,0,13
21530,ZCTA5 21530,1923,385,35,28
21536,ZCTA5 21536,3984,466,34,29
21539,ZCTA5 21539,2664,430,30,20
21541,ZCTA5 21541,1536,325,73,55
21612,ZCTA5 21612,597,297,0,13
21619,ZCTA5 21619,5789,629,188,120
21620,ZCTA5 21620,12989,739,659,208
21634,ZCTA5 21634,243,120,0,13
21635,ZCTA5 21635,1970,388,87,74
21648,ZCTA5 21648,126,71,0,13
21650,ZCTA5 21650,296,153,75,67
21651,ZCTA5 21651,2683,531,89,62
21653,ZCTA5 21653,96,75,0,13
21659,ZCTA5 21659,1509,319,11,12
21664,ZCTA5 21664,497,133,45,32
21665,ZCTA5 21665,194,120,19,30
21673,ZCTA5 21673,3019,326,186,107
21676,ZCTA5 21676,367,166,6,9
21710,ZCTA5 21710,4847,701,232,92
21737,ZCTA5 21737,2476,698,266,117
21742,ZCTA5 21742,33425,1957,2419,514
21005,ZCTA5 21005,2724,553,123,63
21015,ZCTA5 21015,28975,1810,1573,375
21043,ZCTA5 21043,46747,1981,11642,1014
21053,ZCTA5 21053,3134,513,185,135
21076,ZCTA5 21076,17947,1664,2807,594
21084,ZCTA5 21084,7670,797,299,200
21113,ZCTA5 21113,35210,2691,3751,721
21136,ZCTA5 21136,34347,1557,5703,765
21144,ZCTA5 21144,35680,2267,4682,890
21152,ZCTA5 21152,5349,926,222,123
21210,ZCTA5 21210,16076,1123,2106,333
21239,ZCTA5 21239,30143,2178,2302,564
21523,ZCTA5 21523,180,88,25,25
21529,ZCTA5 21529,467,137,0,13
21532,ZCTA5 21532,14498,670,361,135
21601,ZCTA5 21601,23338,634,1856,303
21613,ZCTA5 21613,17115,428,797,215
21701,ZCTA5 21701,38390,1286,3069,520
21702,ZCTA5 21702,41729,1851,7546,1005
21704,ZCTA5 21704,16478,1144,3206,486
21716,ZCTA5 21716,5453,322,238,107
21722,ZCTA5 21722,6389,1193,81,60
21727,ZCTA5 21727,6965,488,247,98
23435,ZCTA5 23435,32137,1612,1864,353
24595,ZCTA5 24595,608,128,37,30
24599,ZCTA5 24599,883,349,0,13
24724,ZCTA5 24724,104,126,0,12
24731,ZCTA5 24731,139,124,0,12
24736,ZCTA5 24736,467,204,1,2
24813,ZCTA5 24813,0,12,0,12
24862,ZCTA5 24862,579,217,0,12
24898,ZCTA5 24898,0,12,0,12
24946,ZCTA5 24946,1062,206,0,12
24957,ZCTA5 24957,208,165,0,12
24606,ZCTA5 24606,130,144,0,13
24607,ZCTA5 24607,271,129,0,13
24614,ZCTA5 24614,6488,747,235,104
24628,ZCTA5 24628,263,202,0,13
24656,ZCTA5 24656,2495,411,0,13
24715,ZCTA5 24715,399,101,0,12
24726,ZCTA5 24726,711,265,37,55
24846,ZCTA5 24846,128,140,0,12
24849,ZCTA5 24849,236,168,0,12
24850,ZCTA5 24850,747,421,0,12
24854,ZCTA5 24854,263,200,0,12
24882,ZCTA5 24882,689,392,0,12
24887,ZCTA5 24887,52,81,0,12
24924,ZCTA5 24924,314,135,0,12
24935,ZCTA5 24935,417,222,0,12
24941,ZCTA5 24941,1124,389,2,5
24951,ZCTA5 24951,1732,570,0,12
24974,ZCTA5 24974,352,148,0,12
24983,ZCTA5 24983,2212,515,3,6
24165,ZCTA5 24165,1251,317,18,23
24225,ZCTA5 24225,2557,572,62,68
24236,ZCTA5 24236,3060,655,0,13
24245,ZCTA5 24245,912,229,10,23
24266,ZCTA5 24266,9301,686,89,83
24272,ZCTA5 24272,639,233,0,13
24277,ZCTA5 24277,6731,750,293,84
24311,ZCTA5 24311,1613,299,153,88
24343,ZCTA5 24343,9221,775,107,149
24401,ZCTA5 24401,35772,1056,1479,324
24448,ZCTA5 24448,393,157,13,24
24471,ZCTA5 24471,1623,336,16,26
24168,ZCTA5 24168,295,258,0,13
24174,ZCTA5 24174,3344,748,115,67
24210,ZCTA5 24210,16132,908,169,88
24221,ZCTA5 24221,514,224,0,13
24226,ZCTA5 24226,1298,389,0,13
24243,ZCTA5 24243,1666,438,0,13
24244,ZCTA5 24244,6085,770,19,23
24251,ZCTA5 24251,7647,600,33,29
24415,ZCTA5 24415,0,13,0,13
24422,ZCTA5 24422,5953,369,51,33
24093,ZCTA5 24093,105,51,0,13
24137,ZCTA5 24137,3286,673,309,180
24148,ZCTA5 24148,8868,900,92,61
24202,ZCTA5 24202,12345,1022,89,63
24934,ZCTA5 24934,301,132,8,12
24945,ZCTA5 24945,270,213,0,12
24966,ZCTA5 24966,1327,402,33,42
26590,ZCTA5 26590,648,286,0,12
23480,ZCTA5 23480,309,123,2,3
23661,ZCTA5 23661,12947,1054,253,165
23662,ZCTA5 23662,12085,54,514,126
23664,ZCTA5 23664,9771,897,490,282
23665,ZCTA5 23665,6855,736,309,168
23691,ZCTA5 23691,95,58,15,23
23503,ZCTA5 23503,32815,1584,2385,401
23507,ZCTA5 23507,6528,527,563,178
23508,ZCTA5 23508,21627,1063,1318,266
23518,ZCTA5 23518,29098,1263,2773,556
23603,ZCTA5 23603,4012,451,189,103
23604,ZCTA5 23604,6150,654,313,118
23605,ZCTA5 23605,13544,1091,460,173
23663,ZCTA5 23663,14275,1403,537,282
23701,ZCTA5 23701,23540,1410,458,181
23805,ZCTA5 23805,19312,1048,446,168
23828,ZCTA5 23828,462,207,0,13
23837,ZCTA5 23837,4395,507,136,139
23842,ZCTA5 23842,6824,825,223,150
23857,ZCTA5 23857,692,311,0,13
23881,ZCTA5 23881,2045,505,21,23
23924,ZCTA5 23924,6135,718,98,61
23938,ZCTA5 23938,233,101,0,13
23005,ZCTA5 23005,18059,797,1039,251
23025,ZCTA5 23025,168,112,0,13
23027,ZCTA5 23027,1385,420,0,13
23039,ZCTA5 23039,1074,342,99,91
23061,ZCTA5 23061,21364,957,353,157
23075,ZCTA5 23075,9238,1043,107,82
23867,ZCTA5 23867,1914,362,34,51
23878,ZCTA5 23878,1385,372,32,49
23879,ZCTA5 23879,477,170,0,13
23885,ZCTA5 23885,2541,449,74,84
23887,ZCTA5 23887,224,196,0,13
23915,ZCTA5 23915,1366,403,34,33
23942,ZCTA5 23942,1323,397,75,78
23959,ZCTA5 23959,1379,311,0,13
23964,ZCTA5 23964,1146,209,8,12
23967,ZCTA5 23967,1206,349,0,13
23462,ZCTA5 23462,67963,2504,7074,930
23464,ZCTA5 23464,77623,2444,9108,694
23116,ZCTA5 23116,31510,1565,1028,277
23123,ZCTA5 23123,1807,389,0,13
23141,ZCTA5 23141,7550,770,207,158
23169,ZCTA5 23169,947,258,0,13
23176,ZCTA5 23176,336,157,9,13
23177,ZCTA5 23177,776,281,14,24
23185,ZCTA5 23185,49874,1568,4180,524
23224,ZCTA5 23224,40136,2214,5219,870
23227,ZCTA5 23227,26467,1734,1682,481
23231,ZCTA5 23231,36587,1665,1902,635
23235,ZCTA5 23235,31778,1699,2859,448
23304,ZCTA5 23304,0,13,0,13
23306,ZCTA5 23306,913,306,62,69
23316,ZCTA5 23316,652,247,9,15
23320,ZCTA5 23320,59248,2223,5097,950
23324,ZCTA5 23324,23232,1460,1684,584
23354,ZCTA5 23354,237,119,7,11
26656,ZCTA5 26656,197,121,0,12
26711,ZCTA5 26711,3063,570,0,12
26767,ZCTA5 26767,574,198,0,12
26810,ZCTA5 26810,398,271,0,12
26040,ZCTA5 26040,1982,404,28,34
26041,ZCTA5 26041,15585,958,127,75
26060,ZCTA5 26060,1743,338,14,19
26070,ZCTA5 26070,8028,508,33,33
26074,ZCTA5 26074,1205,270,39,60
26422,ZCTA5 26422,481,205,33,49
26431,ZCTA5 26431,5835,827,55,42
26436,ZCTA5 26436,211,129,0,12
26501,ZCTA5 26501,21870,1280,811,384
26505,ZCTA5 26505,39487,1730,4217,548
26534,ZCTA5 26534,2876,140,18,27
26547,ZCTA5 26547,3058,538,10,17
26575,ZCTA5 26575,767,251,0,12
26582,ZCTA5 26582,4171,475,13,17
26610,ZCTA5 26610,851,254,0,12
26615,ZCTA5 26615,237,236,0,12
26617,ZCTA5 26617,87,71,0,12
26691,ZCTA5 26691,554,307,0,12
26763,ZCTA5 26763,1507,547,25,30
26812,ZCTA5 26812,1690,472,1,5
26815,ZCTA5 26815,750,172,0,12
26845,ZCTA5 26845,934,307,0,12
26301,ZCTA5 26301,28652,1006,109,57
26369,ZCTA5 26369,531,230,0,12
26386,ZCTA5 26386,3037,637,0,12
26410,ZCTA5 26410,926,245,0,12
26421,ZCTA5 26421,158,117,0,12
26444,ZCTA5 26444,3762,533,0,12
26451,ZCTA5 26451,644,157,0,12
26456,ZCTA5 26456,3663,554,12,17
26508,ZCTA5 26508,34453,1452,858,245
26542,ZCTA5 26542,2370,476,0,12
26543,ZCTA5 26543,170,210,0,12
26568,ZCTA5 26568,580,258,0,12
26571,ZCTA5 26571,2094,410,2,3
26572,ZCTA5 26572,138,146,0,12
26761,ZCTA5 26761,640,314,0,12
26764,ZCTA5 26764,4158,549,3,5
26817,ZCTA5 26817,239,203,0,12
26865,ZCTA5 26865,199,168,0,12
26636,ZCTA5 26636,501,256,0,12
26638,ZCTA5 26638,174,125,0,12
26660,ZCTA5 26660,397,246,0,12
26720,ZCTA5 26720,157,165,0,12
26755,ZCTA5 26755,864,336,0,12
26802,ZCTA5 26802,920,219,0,12
26847,ZCTA5 26847,6088,432,15,21
26055,ZCTA5 26055,1053,335,0,12
26133,ZCTA5 26133,1425,469,0,12
26137,ZCTA5 26137,488,190,0,12
26142,ZCTA5 26142,2490,595,20,33
26147,ZCTA5 26147,2249,483,43,47
26175,ZCTA5 26175,3631,350,31,34
26202,ZCTA5 26202,482,208,0,12
17007,ZCTA5 17007,5888,746,78,81
17013,ZCTA5 17013,36627,1033,2323,521
17018,ZCTA5 17018,4299,645,77,58
17023,ZCTA5 17023,3405,326,25,16
17026,ZCTA5 17026,3981,431,29,21
17037,ZCTA5 17037,862,187,0,11
17045,ZCTA5 17045,3687,361,42,25
17066,ZCTA5 17066,5284,542,50,48
17070,ZCTA5 17070,16609,855,809,288
17077,ZCTA5 17077,0,11,0,11
17229,ZCTA5 17229,1268,181,9,13
17235,ZCTA5 17235,886,517,52,68
17241,ZCTA5 17241,11877,569,137,59
17264,ZCTA5 17264,2304,244,3,4
17270,ZCTA5 17270,140,179,0,11
17306,ZCTA5 17306,337,128,25,31
17331,ZCTA5 17331,52219,494,2279,582
17350,ZCTA5 17350,12830,592,273,110
17362,ZCTA5 17362,13088,865,297,157
17363,ZCTA5 17363,8772,587,143,77
17368,ZCTA5 17368,6198,550,186,125
17402,ZCTA5 17402,38026,1335,2972,460
17407,ZCTA5 17407,3070,605,83,26
17508,ZCTA5 17508,302,180,18,25
17527,ZCTA5 17527,5655,638,102,85
17529,ZCTA5 17529,5100,493,39,50
17560,ZCTA5 17560,5287,544,10,15
17578,ZCTA5 17578,7667,1010,253,140
17581,ZCTA5 17581,824,247,4,7
