FIPS,State,County,vac.accept,vac.hesitancy,vac.sample,vac.error,misinfo,per_gop,dec_gop,covidmortality,PCTPOVALL,Age65AndOlderPct2010,AsianNonHispanicPct2010,BlackNonHispanicPct2010,HispanicPct2010,NativeAmericanNonHispanicPct2010,RUCC,civic_opp_per_cap,all_nonprofits_per_cap
06053,California,Monterey County,0.837591678526022,0.162408321473978,29191.804999999993,0.00215866325663641,0.07379606888862016,0.2825125241788349,3,1.0549376684321572,12.6,10.7,5.73,2.72,55.41,0.33,2,2.206344563181119,5.2591287895290435
06055,California,Napa County,0.8725449590677263,0.12745504093227367,12477.834100000002,0.00298541572127122,0.18645524263501784,0.2866809018052744,3,0.7094327266773991,7.4,15.09,6.58,1.79,32.25,0.4,3,3.7927365003137874,8.003856403539888
06057,California,Nevada County,0.7813072675417841,0.21869273245821585,429.8018,0.01995750153148616,NA,0.4136519509407149,5,1.0261115202143969,9.4,19.41,1.14,0.35,8.54,0.8,4,4.357955985851733,8.607264869563117
06059,California,Orange County,0.8501373230634419,0.14986267693655808,107835.07639999998,0.00108695661448356,0.4573030786130623,0.44455995662816866,5,1.8764963700957675,9.5,11.62,17.69,1.46,33.65,0.21,1,1.8628198692204716,5.195863582535269
06061,California,Placer County,0.8066018011127994,0.19339819888720056,18537.07639999999,0.00290099355439778,0.30592790250306207,0.5211878289655641,6,0.8280119336817212,6.6,15.37,5.73,1.27,12.83,0.6,1,2.7385608701535524,5.950731679027778
06065,California,Riverside County,0.7881821831869886,0.21181781681301137,114376.96540000004,0.0012081749271867,0.3644417339184188,0.45043346624424285,5,2.269994699395386,11.3,11.81,5.75,5.97,45.45,0.5,1,1.2615869924024667,3.498183573297019
06067,California,Sacramento County,0.7863794136903256,0.2136205863096744,66300.31320000002,0.00159178214597821,0.25391660398485777,0.36114243550655023,4,1.3398523218639844,12.6,11.18,14.02,9.86,21.58,0.56,1,2.5072817146745368,5.403986922772191
06071,California,San Bernardino County,0.7405462929268005,0.2594537070731995,79674.1269,0.00155292356434695,0.3209241396441548,0.4355375173468453,5,2.5893432071965115,13.3,8.91,6.09,8.39,49.19,0.42,1,1.1779338283097798,3.6225967076221695
06073,California,San Diego County,0.8371311555518534,0.16286884444814664,135322.381,0.00100376073582696,0.34787808219376415,0.374655526989078,4,1.3417016894006328,10.3,11.35,10.6,4.74,32.03,0.46,1,2.1036510294892308,4.925036229757265
06075,California,San Francisco County,0.9207999006909806,0.07920009930901939,68863,0.00102902732265345,NA,0.12722061615756172,2,0.6052039681468838,9.5,13.64,33,5.81,15.12,0.23,1,3.2840830046412073,7.45894241261549
06077,California,San Joaquin County,0.7513507387339422,0.2486492612660578,46464.01639999999,0.00200523886388214,0.4466080309345265,0.419833381291971,5,2.231081985089055,13.6,10.39,13.8,7.08,38.86,0.46,2,1.5118988050080975,3.8990130511122234
06079,California,San Luis Obispo County,0.8347212247937771,0.16527877520622292,25417.4867,0.00232972220866463,0.22889751820464677,0.4223169945077999,5,1.0829923120387652,11.6,15.21,3.01,1.9,20.76,0.51,2,2.9835796106364403,6.810437819975001
06081,California,San Mateo County,0.9107811815904884,0.08921881840951162,56792.54380000001,0.00119609972921545,0.15675178180616925,0.20196558489113642,3,0.8897466511833304,6.1,13.4,24.49,2.61,25.4,0.16,1,2.144224006803945,5.292684123583193
06083,California,Santa Barbara County,0.827595396009999,0.17240460399000102,32231.002600000014,0.00210397934125817,0.2784835989147115,0.328207381370826,4,1.2588268768160302,12,12.83,4.62,1.71,42.86,0.43,2,2.4975355158747266,5.886021561002807
06085,California,Santa Clara County,0.8881481290011585,0.11185187099884153,93656.53249999994,0.00102989355444551,0.2248488798137561,0.2523297457326207,3,1.2798152303965047,6.1,11.05,31.74,2.38,26.9,0.23,1,2.086065755385311,5.553802837022971
06087,California,Santa Cruz County,0.8862845108542489,0.11371548914575114,23057.11770000001,0.00209051989385466,0.4584483497274795,0.18603414458962955,2,0.9127303288540264,10.6,11.11,4.06,0.88,32.05,0.37,2,3.1990746179636176,6.646664919526103
06089,California,Shasta County,0.6787384909369663,0.32126150906303375,18381.45989999999,0.00344433786004796,0.335257575217665,0.6543487621097955,7,1.4157988999242548,13.3,16.91,2.42,0.81,8.4,2.35,3,2.874071766846237,6.902019637130742
06095,California,Solano County,0.8099490263438627,0.19005097365613732,38540.5946,0.00199853063454451,0.3624912851914398,0.3367131287318237,4,0.5469848533880127,9,11.33,14.28,14.21,24.04,0.45,2,1.9244702695117517,4.544842734695164
06097,California,Sonoma County,0.8703778489640929,0.12962215103590713,47362.027500000026,0.0015434289272563,0.6943850513481747,0.23047358453991024,3,0.7772715761813901,7.2,13.92,3.67,1.4,24.89,0.74,2,3.224423377320218,6.707101504145867
06099,California,Stanislaus County,0.7480950871304309,0.25190491286956906,36551.728,0.00227063401925076,0.470689331985146,0.4846748822576742,5,2.4563244138260236,13,10.66,4.8,2.54,41.92,0.56,2,1.3798178640419465,3.756585211833119
06107,California,Tulare County,0.735242409143841,0.264757590856159,28047.904900000005,0.00263446080074049,0.276761718181308,0.5283521303258145,6,2.493142315845339,18.9,9.45,3.21,1.24,60.62,0.75,2,1.4533044935187556,3.76131247897954
06111,California,Ventura County,0.8437109559325344,0.15628904406746558,66794.70519999997,0.00140505313571619,0.22564272992753953,0.3837420569768487,4,1.474595287706363,8.2,11.7,6.57,1.59,40.27,0.29,2,1.497492730062052,3.907830162037567
06113,California,Yolo County,0.855204175528637,0.14479582447136297,6054.6816,0.00452242113402291,0.2145421805163527,0.2805971376871196,3,1.1217627700672486,16.9,9.84,12.77,2.37,30.35,0.55,1,3.170696809271713,6.015166690513665
08001,Colorado,Adams County,0.7917723885187821,0.20822761148121793,24528.7822,0.00259259315463585,0.28488895955901833,0.4040678395674488,5,1.6743845328728775,9.3,8.35,3.49,2.76,38.02,0.56,1,2.090364440258483,4.596708787902572
08005,Colorado,Arapahoe County,0.823645267800574,0.176354732199426,31584.185,0.002144555768407,0.4386890610128877,0.36358989442662837,4,1.4194703688042103,7.2,10.07,5,9.73,18.45,0.42,1,2.7257801627527005,6.315154186246424
08013,Colorado,Boulder County,0.9001407381368038,0.09985926186319616,31920.424400000004,0.00167805754046461,0.18219270185066183,0.20620442382987808,3,0.9435315252753226,10.7,10.02,4.07,0.77,13.33,0.36,2,4.400631033884104,9.088095651451905
08031,Colorado,Denver County,0.8618301779593464,0.13816982204065364,36536.463899999995,0.00180533024097923,0.18936689471311688,0.18185142207111243,2,1.3354038322352213,12.1,10.35,3.32,9.73,31.82,0.59,1,3.3215197099489284,6.860509764078656
08035,Colorado,Douglas County,0.8481331067102278,0.1518668932897722,16288.095699999998,0.00281205280994526,0.7481235388212132,0.5236205683098805,6,0.8904550072872708,2.7,7.13,3.7,1.14,7.49,0.28,1,2.317466236914307,5.342730043723624
08041,Colorado,El Paso County,0.748373717575564,0.25162628242443597,66155.62449999999,0.00168716009213263,0.35540031772561886,0.5353795311588523,6,1.3757965497573676,8.8,9.97,2.65,5.75,15.05,0.59,2,2.5420346846510307,5.707277872635862
08059,Colorado,Jefferson County,0.8429675190260861,0.15703248097391387,32512.275499999996,0.00201781751317232,0.400228376622332,0.39330660356108404,4,1.5563688700676839,7.2,12.61,2.56,0.94,14.3,0.49,1,2.5527856022040396,5.546293989776084
08069,Colorado,Larimer County,0.842333603985404,0.15766639601459598,35230.02010000001,0.00194157419869234,0.3915767226768863,0.40781766798313257,5,0.7853575983347639,10.3,11.86,1.89,0.75,10.56,0.43,2,3.1379553597181054,6.289810853920012
08077,Colorado,Mesa County,0.7134592758607252,0.2865407241392748,16248.395400000012,0.00354725675147846,0.6087662337662337,0.6278166449647988,7,1.7215673676493604,11.2,14.91,0.72,0.53,13.33,0.61,3,2.891244717918304,5.83191242246769
08101,Colorado,Pueblo County,0.7286821902672009,0.27131780973279906,18317.281700000003,0.00328543010429744,0.1767502492140173,0.47851051540787554,5,2.7784138615372873,17.8,15.31,0.71,1.66,41.37,0.62,3,2.038012365468285,4.846958247462026
08123,Colorado,Weld County,0.7384648501609089,0.2615351498390911,25030.3257,0.00277781540237948,0.8138648765608014,0.5758289013463658,6,1.335002432948359,8.4,9.59,1.14,0.81,28.35,0.56,2,2.0919197002274914,4.878373376474845
09001,Connecticut,Fairfield County,0.8511590382673383,0.1488409617326617,72837.17329999998,0.00131883788300554,0.2121987196462572,0.35738387703756946,4,2.8677899752748526,9,13.53,4.56,10.11,16.91,0.11,2,3.0613385382449234,7.491147197771193
09003,Connecticut,Hartford County,0.8416823152743966,0.15831768472560337,78612.20129999997,0.00130194510086899,0.09522734327190768,0.35390887887905714,4,3.3169987681743893,10.8,14.55,4.2,12.3,15.3,0.14,1,3.0859428710750616,6.203071200654327
09005,Connecticut,Litchfield County,0.8343700297286616,0.1656299702713384,18127.626600000003,0.00276106170851516,0.14694086213692648,0.5170069924867962,6,1.905920519059205,7.1,15.98,1.51,1.16,4.49,0.15,4,4.1835631251689644,8.245471749121384
09007,Connecticut,Middlesex County,0.8704276287470494,0.12957237125295062,17906.640500000005,0.00250972181444653,0.3759398496240602,0.40991703879922986,5,2.604612396466657,7,15.46,2.54,4.38,4.73,0.13,1,3.7134331023910345,7.017569971051594
09009,Connecticut,New Haven County,0.8302335502280312,0.16976644977196875,77116.99879999996,0.00135190843847745,0.09061765687224646,0.4064596392171875,5,2.914240571144337,12,14.37,3.47,11.8,15.04,0.16,2,2.8440179067794134,5.983556192761213
09011,Connecticut,New London County,0.8356201503511977,0.16437984964880226,30705.81599999999,0.00211505406045346,0.0337995337995338,0.40908569955015617,5,1.960290122938195,7.8,14.23,4.1,5.29,8.47,0.76,2,3.1177947669588435,6.319601967757896
09013,Connecticut,Tolland County,0.8796251211380093,0.12037487886199072,14622.665999999996,0.00269100973212375,0.0891935318188578,0.4322871402676731,5,1.4180647022064126,7.8,11.93,3.33,3.08,4.32,0.14,1,2.6438494447916163,5.0874072649778075
09015,Connecticut,Windham County,0.7957805146786091,0.2042194853213909,12058.877500000002,0.00367108325632923,0.06310096153846154,0.510555915692836,6,1.9834710743801651,11.5,12.85,1.15,1.68,9.58,0.37,2,2.729938683017862,5.203945614502799
10001,Delaware,Kent County,0.6923527803329582,0.3076472196670418,17078.839900000003,0.00353170521231889,0.6636452785562297,0.47123240448147086,5,2.307367093505693,12.7,13.54,2.01,23.3,5.76,0.56,3,2.8662945260940287,6.599643146331501
10003,Delaware,New Castle County,0.7969817059156984,0.2030182940843016,53029.68810000002,0.00174676065696365,0.17995646922904557,0.3072109250329413,4,1.7320884753524493,10.4,12.3,4.3,23.11,8.71,0.18,1,3.4300359163681224,10.975204504795679
10005,Delaware,Sussex County,0.7747373906628301,0.2252626093371699,29025.034100000004,0.0024521675723456,0.29757553606237813,0.5506679448327045,6,2.3681940559897536,12.1,20.83,0.97,12.45,8.6,0.47,2,2.2374990197872284,5.504874924850355
11001,District of Columbia,District of Columbia,0.8981683293202558,0.10183167067974419,34997,0.00161651381553351,0.2623456186884432,0.05397321376714795,1,1.8231209129109163,14.1,11.44,3.46,50.03,9.1,0.22,1,10.116330003930186,19.13324711166053
12001,Florida,Alachua County,0.8011867142157919,0.1988132857842081,25519.1923,0.00249841482767722,0.22038252197263244,0.3574373790356512,4,1.1551319568388343,18.4,10.77,5.3,19.98,8.39,0.24,2,2.6862480408056024,6.890022377850459
12005,Florida,Bay County,0.6386377899800352,0.3613622100199648,20050.5879,0.00339272181611089,1.0841230647328546,0.7105370657034744,8,2.659996251495797,12.1,14.54,1.95,10.57,4.8,0.61,3,1.8382087916840877,5.18302792635631
12009,Florida,Brevard County,0.7163695960402937,0.2836304039597063,36125.21549999999,0.0023716202423482,0.9765708893309872,0.5762298899003226,6,1.6092145287923587,9.4,20.37,2.04,9.69,8.09,0.31,2,1.653858563639057,4.411642352578294
12011,Florida,Broward County,0.7798526658796852,0.22014733412031484,74114,0.00152198819664623,0.4509740597540692,0.3481452940046279,4,1.6945933138115836,12.3,14.27,3.19,25.72,25.07,0.19,1,1.5344691560030677,5.096097184343099
12015,Florida,Charlotte County,0.7438799609149915,0.25612003908500847,25771.6733,0.00271897911155459,1.578291542059658,0.629559910606842,7,2.3352283301016334,11.4,34.13,1.18,5.39,5.76,0.22,3,1.6568715144165833,3.6379135425233677
12017,Florida,Citrus County,0.6583108385723063,0.3416891614276937,18980.46760000002,0.00344262921094395,NA,0.7011415329156295,8,3.297770675690495,15.2,31.89,1.4,2.67,4.66,0.3,3,1.5823032695712116,4.0889223104761
12019,Florida,Clay County,0.6501630190845338,0.3498369809154662,14571.6388,0.00395117860956262,0.06664334149714267,0.6790723845504602,7,1.9242382976707837,8.3,11.68,2.84,9.48,7.65,0.38,1,1.3025613091925303,3.4991533351490247
12021,Florida,Collier County,0.7965666181114438,0.2034333818885562,32609.202599999997,0.00222922134441862,0.8235851008866901,0.6204948560759896,7,1.5367940352400615,9.4,26.42,1.05,6.19,25.87,0.19,2,1.9834638462956078,5.516215988280384
12023,Florida,Columbia County,0.6205622496233908,0.3794377503766092,202.2574,0.03428867848778662,NA,0.7213849040614975,8,2.8802048145645913,15.6,15.39,0.9,17.27,4.85,0.47,4,1.617892827934431,4.462539558368595
12031,Florida,Duval County,0.6867925689347687,0.3132074310652313,60600.23770000001,0.00188407992268402,0.4986882204793866,0.4743354571648878,5,1.7344849846430022,13.5,11.13,4.09,28.93,7.57,0.33,1,2.091624472545407,6.094282129413873
12033,Florida,Escambia County,0.6879635918137835,0.3120364081862165,32334.87520000001,0.00257666424452555,0.4600343699520559,0.5674289202451107,6,2.6102306761608185,15.5,14.42,2.69,22.66,4.72,0.8,2,1.892218894420533,5.121288454291212
12035,Florida,Flagler County,0.7384725411440042,0.2615274588559958,13263.296800000002,0.00381612360495053,0.6283682304090468,0.6001868481231525,7,0.9900577359984993,9.7,24.46,2.11,10.94,8.62,0.23,2,1.6153573587343935,4.199929132709423
12053,Florida,Hernando County,0.6702674930129202,0.3297325069870798,21253.361299999997,0.00322483718282694,0.5255741326122557,0.6464442445052423,7,2.768633089895435,12.4,25.77,1.05,4.73,10.3,0.28,1,1.431616654683972,3.47498139529017
12055,Florida,Highlands County,0.7148774844988027,0.28512251550119727,853.8710999999998,0.01546319475518262,0.3647847383346222,0.668449300364194,7,3.554046406338427,15.8,32.21,1.42,8.86,17.37,0.38,3,1.8109790605546126,4.719864176570459
12057,Florida,Hillsborough County,0.7314120303055194,0.2685879696944806,91278.4866,0.00146704245131264,0.5287341230237185,0.459787968199443,5,1.3839351896261542,13.5,11.82,3.36,15.56,24.95,0.24,1,1.8513512335074518,4.65759158651121
12061,Florida,Indian River County,0.7220441028534706,0.27795589714652935,8145.6447999999955,0.00496425211853062,1.186663424741805,0.6039144885314512,7,2.0608315974410107,11.5,27.17,1.19,8.75,11.2,0.2,3,2.424071699148239,6.293690741825245
12069,Florida,Lake County,0.7328569849653938,0.26714301503460625,22109.335500000005,0.00297588862733073,0.9567903972867684,0.5956018058434368,6,1.9883119500235105,10.9,24.18,1.7,9.36,12.12,0.32,1,1.786793846980587,4.581178209175792
12071,Florida,Lee County,0.7411602327446455,0.2588397672553545,78749.9431,0.00156080699861279,0.5832260212715453,0.5921492565353047,6,1.4284189442885218,11.2,23.45,1.33,7.72,18.31,0.21,2,1.4331280177312313,3.743713386953983
12073,Florida,Leon County,0.8027115001062815,0.19728849989371855,29522.0824,0.00231615770132089,0.2890331789706602,0.35262599046210313,4,1.2598675674091933,20.8,9.43,2.89,29.91,5.58,0.25,2,3.68751935843023,8.609792645052194
12081,Florida,Manatee County,0.7587798907481927,0.24122010925180726,42846.718600000015,0.00206685517928656,0.3067997736578528,0.5760884595175103,6,1.9107509977022614,11.3,23.27,1.61,8.43,14.85,0.19,2,1.6053936388922483,4.374773249486032
12083,Florida,Marion County,0.6779674639495481,0.3220325360504519,39478.9913,0.00235169195691339,1.1811529019321223,0.6254452577602067,7,3.059735292637512,14.9,25.75,1.31,11.87,10.91,0.3,2,1.251404894905474,3.677050307818764
12085,Florida,Martin County,0.7421373360644553,0.2578626639355447,1709.638,0.01058476786930701,0.4812946616225304,0.6195733646658428,7,2.231017818494471,8.9,27.32,1.03,5.12,12.22,0.17,2,2.401494263097038,6.063031812386966
12086,Florida,Miami-Dade County,0.7906091952635621,0.2093908047364379,94866.8596,0.00132101023021158,0.3626646083667418,0.4606030691138435,5,2.6609623852410946,15.7,14.1,1.44,17.05,65.05,0.08,1,1.2153589253901582,4.377876038003729
12091,Florida,Okaloosa County,0.6517477471790347,0.3482522528209653,20605.07409999999,0.00331906698321411,0.9549429104969824,0.6857088843632114,7,2.117144600366077,10.6,13.95,2.87,9.03,6.8,0.49,3,1.793776693105552,4.8688224527150705
12095,Florida,Orange County,0.7621233020991557,0.23787669790084431,64543.6063,0.00167596397391132,0.2672034529358427,0.37904983449258034,4,1.0777031314080576,12.6,9.68,4.85,19.48,26.9,0.21,1,1.891497731490081,5.522768777505798
12097,Florida,Osceola County,0.7155316172728392,0.2844683827271608,19147.6279,0.00326056875226033,0.3176705833848691,0.4261291145700434,5,1.6798117488628832,13.4,11.04,2.65,9.12,45.46,0.22,1,1.1748161500398036,3.429761775340083
